presence,X,Y,elevation,aridity,temp_seasonality,mean_temp,coldest_month,warmest_month,annual_precipitation,driest_month,wettest_month
0,-119.91793393635984,34.79551643391912,952.4263916015625,3204,4678,126.15129089355469,74,191,674,0,130
0,-119.4762323111418,34.60633123516118,1397.095947265625,3289,5063,104.99951934814453,50,176,694,1,131
0,-120.4636604714828,34.73272419558493,178.67892456054688,2931,2178,138.04071044921875,112,166,386,0,79
0,-119.46410505480574,34.4785908018118,1121.0501708984375,2951,4891,121.11121368408203,70,191,647,1,126
0,-120.13352960455656,34.58935307629829,140.85777282714844,2535,3003,152.99444580078125,116,193,416,0,87
0,-119.57702328602377,34.582076722499906,838.07427978515625,2653,4755,136.7431640625,85,205,647,0,139
0,-119.7133875461582,34.556474736913,776.09893798828125,2907,4530,137.22705078125,85,198,664,0,139
0,-119.92035938762706,34.93295867233301,1308.6302490234375,3971,4945,107.64613342285156,61,182,734,1,137
0,-119.50372075883689,34.40798322050898,25.09980010986328,2608,3103,159.51934814453125,121,201,408,0,94
0,-120.61269097712378,34.83028123540028,12.136554718017578,3424,1837,138.69981384277344,116,164,327,0,67
0,-120.08205613877459,34.58180722791478,184.28443908691406,2498,3196,154,115,197,428,0,90
0,-120.46931985777296,34.5788427874784,385.08502197265625,3434,2378,133.83724975585938,106,165,502,0,98
0,-120.2558801462582,34.870435928583944,174.03509521484375,2571,3084,150.28138732910156,113,191,393,0,78
0,-120.17503177068443,34.60633123516118,112.12397003173828,2504,2913,151.5513153076172,116,190,407,0,84
0,-120.30438917160247,34.4977249173557,186.28636169433594,2974,2532,144.34860229492188,114,178,450,0,91
0,-120.53615451491395,34.77638231837523,82.64228820800781,2959,1975,140.14532470703125,116,166,327,0,68
0,-120.09714783554837,34.576956325382525,158.23251342773438,2554,3221,153.082275390625,114,196,439,0,92
0,-120.10523267310575,34.89091751705347,537.66473388671875,2808,4147,144.1095733642578,97,201,514,0,101
0,-119.75381173394508,34.01371264247071,261.5057373046875,2622,2497,145.92897033691406,117,180,450,NA,99
0,-119.61017112000901,34.783119683003356,1268.51416015625,3290,5113,115.40856170654297,61,187,673,1,126
0,-120.07370180663197,34.64217401498284,235.03688049316406,2430,3508,153.88795471191406,112,201,447,0,93
0,-119.76378303359918,34.4306207656595,56.87496566772461,2559,2970,155.0413055419922,119,195,439,0,99
0,-120.17395379234345,34.99925434027382,489.631103515625,2740,4145,145.14329528808594,96,200,495,0,96
0,-119.46814747358442,34.79389946640837,1004.7596435546875,2636,5455,131.4854736328125,70,207,581,0,113
0,-119.61906444132214,34.47616535054567,860.10382080078125,3097,4581,128.65655517578125,77,191,676,0,136
0,-119.56381805134673,34.42603935771237,184.25291442871094,2856,3542,154.24514770507812,112,203,507,0,114
0,-120.37769169878935,34.847528888848295,239.4219970703125,2805,2641,141.87396240234375,111,177,408,0,82
0,-119.48539512704016,34.900619322117976,878.72021484375,NA,NA,NA,NA,NA,NA,NA,NA
0,-120.16613844937132,34.75104982737345,368.1263427734375,2682,3546,146.92811584472656,105,194,486,0,97
0,-120.57927364855328,34.57938177664865,335.4923400878906,3654,2044,131,108,158,468,0,91
0,-119.46302707646475,34.884449647010456,942.86370849609375,2294,5676,135.28561401367188,72,215,545,0,106
0,-120.08582906296803,35.08791805878004,551.50439453125,2502,4761,144.0767822265625,89,209,495,0,95
0,-120.18769801619099,34.67181841934662,250.47879028320312,2620,3120,149.3040008544922,113,192,432,0,88
0,-120.14053646377296,34.799558852695995,475.78253173828125,2742,3729,144.27545166015625,102,197,497,0,99
0,-119.90877112046148,34.45002437578852,76.7666015625,2699,3083,154,115,195,445,0,97
0,-119.76189657150246,34.94292997198264,703.74169921875,2274,5327,143.08587646484375,81,215,537,0,106
0,-119.46329657105001,34.82569982745315,898.92510986328125,2391,5594,137.03082275390625,74,214,554,0,110
0,-119.75084729350738,34.893881957489846,958.9415283203125,2783,5243,134.3675994873047,75,206,603,0,117
0,-119.70826714903853,34.66912347349537,1203.9556884765625,3248,4855,122.64472961425781,67,187,686,1,131
0,-120.27690072390739,34.60255831096942,103.90865325927734,2599,2630,148.50660705566406,116,183,399,0,82
0,-119.6939839360205,34.53653213761373,555.04339599609375,2724,4294,143.67013549804688,97,206,622,0,136
0,-120.1278702182664,34.959908130845534,602.35455322265625,2884,4358,140.989990234375,89,199,554,0,107
0,-120.49465234878608,34.834054159592036,236.41110229492188,3142,2290,135.5585174560547,109,166,436,0,87
0,-119.5220463906336,34.585310657521404,1160.3912353515625,2856,5038,123.91423797607422,69,195,645,0,125
0,-119.69021101182705,34.601480332628924,788.05767822265625,2792,4695,134.86602783203125,85,203,649,0,137
0,-119.72524530790902,34.79228249889761,1233.9393310546875,3272,5000,113.05372619628906,61,184,699,1,131
0,-119.60451173371885,34.469158491332415,892.08917236328125,3145,4542,134.02122497558594,82,196,673,0,141
0,-120.5517852008582,34.94185199364214,30.305538177490234,3083,2123,141,114,167,354,0,74
0,-120.04028447806148,34.91786697556599,722.6785888671875,2932,4634,137.23887634277344,83,199,603,0,116
0,-119.80016480260738,34.81141661444151,743.63726806640625,2641,4953,139.4305877685547,83,208,590,0,119
0,-119.57837075895,34.65106733629197,1189.7818603515625,2957,5024,120.05712890625,66,190,660,1,126
0,-119.57459783475656,34.00778376159795,175.4950408935547,2613,2554,148.2993621826172,119,183,429,NA,97
0,-120.55205469544345,34.9542487445579,31.35359001159668,3089,2158,141,114,168,356,0,74
0,-119.68724657138935,34.90385325713948,737.32476806640625,2243,5374,142.40106201171875,79,214,551,0,109
0,-120.48279458703526,34.93295867233301,59.31755447387695,2852,2407,142.35763549804688,112,173,346,0,76
0,-119.89044548866475,34.680442246070626,831.13629150390625,3062,4502,131.48043823242188,83,195,653,0,131
0,-119.99393140939918,34.928646758971006,895.386474609375,3223,4771,129.30194091796875,76,194,647,0,123
0,-120.10361570559427,34.49152654189781,142.82427978515625,2750,2889,152.07366943359375,116,190,431,0,91
0,-120.2588445866959,34.96880145215467,633.88641357421875,3289,3984,134.94285583496094,89,188,595,0,113
0,-119.97776173428443,34.60929567559756,258.2358703613281,2524,3768,155.58578491210938,111,207,477,0,101
0,-119.73979801551229,34.74512094650069,1129.2745361328125,3273,4917,118.1436767578125,68,190,678,1,129
0,-119.90257274500082,34.817345495314264,730.77081298828125,2765,4711,139.23052978515625,86,204,584,0,117
0,-120.14619585006312,34.62762130738607,199.07359313964844,2543,3170,151.7183074951172,114,194,432,0,89
0,-119.5554637192041,34.66966246266562,1259.9317626953125,3073,5090,115.58393096923828,60,186,667,1,126
0,-120.46581642816476,34.6556487442391,27.57005500793457,2465,2156,144.64918518066406,118,172,354,0,72
0,-120.05726263693197,34.61603304022569,215.0065155029297,2398,3513,154.92494201660156,113,202,453,0,95
0,-119.78830704085657,34.90493123547998,1108.5909423828125,3264,5109,123.50897979736328,64,190,686,1,128
0,-120.54046642827788,34.694725459082264,97.77344512939453,2940,1962,137,114,163,353,0,72
0,-120.2065626371582,34.814111560292766,272.32537841796875,2523,3323,148.9476318359375,109,193,436,0,86
0,-119.98530758267131,35.02539531503098,662.80615234375,2544,4984,141.6859893798828,84,209,540,0,104
0,-120.55852256548935,34.5510848452105,40.085113525390625,2864,1835,139.61856079101562,118,165,363,0,73
0,-119.48270018118771,34.429542787319,380.0714416503906,2978,4061,150.35165405273438,103,206,588,0,133
0,-119.74464891804672,34.60255831096942,1171.9970703125,3335,4677,114.86544799804688,64,180,713,1,136
0,-120.1443093879664,34.7270648092973,343.1667175292969,2614,3530,148.2210235595703,107,196,472,0,95
0,-120.56849386514345,34.69849838327402,77.20471954345703,3035,1890,137.74728393554688,115,164,338,0,69
0,-119.8648435030664,34.7483548815222,1096.4588623046875,3511,4721,117.59516906738281,65,182,720,1,136
0,-119.77860523578771,34.50365379822845,765.5096435546875,3206,4325,134.61683654785156,86,193,674,0,140
0,-120.20575415340247,34.75401426780983,261.61322021484375,2592,3182,148.55474853515625,111,192,429,0,86
0,-120.07963068750738,34.819501451995265,602.0565185546875,2822,4092,143.35479736328125,96,200,532,0,106
0,-119.63011371931722,34.65214531463248,1144.209716796875,3042,4948,121.39164733886719,70,193,659,0,128
0,-120.03300812425984,34.735958130606434,664.90081787109375,3016,4213,138.25894165039062,90,195,610,0,121
0,-120.17476227609919,34.47993827473743,138.0392303466797,2843,2744,149.65237426757812,117,186,439,0,91
0,-119.92952220352541,34.88283267949971,767.72064208984375,2887,4771,137.18475341796875,85,205,573,0,113
0,-119.94650036239591,35.04291246306412,495.9580383300781,2104,5039,151,91,218,443,0,87
0,-119.68185667968443,34.786084123439736,1585.14208984375,3718,4992,101.92996978759766,49,173,743,1,139
0,-120.18823700536149,34.86019513434918,280.1288146972656,2635,3536,149.153564453125,107,196,442,0,87
0,-119.90041678831885,34.95748267957941,933.8485107421875,3039,5021,127.88347625732422,74,199,639,0,121
0,-119.7761797845205,34.75670921366108,871.56939697265625,3028,4876,131.60194396972656,80,202,627,0,126
0,-119.44847436886148,34.696072932007894,1391.314208984375,2864,5236,115.43692016601562,61,190,625,1,118
0,-119.58995902611558,34.66966246266562,1247.5899658203125,3101,5027,115.22692108154297,62,186,673,1,128
0,-119.71716047035164,34.72760379846755,1452.17724609375,3685,4897,103.98506164550781,55,177,732,1,138
0,-119.86457400848116,34.86181210185993,1249.1636962890625,3693,4870,115.4061508178711,62,182,724,1,136
0,-120.48252509245,34.82354387077215,217.907958984375,3055,2219,137,110,165,397,0,81
0,-119.87535379189099,34.84618141592267,864.71405029296875,3032,4872,132.50222778320312,77,198,638,0,124
0,-120.34292689729263,34.90681769757585,111.7834243774414,2619,2767,147.4313507080078,113,183,370,0,76
0,-120.51136101307132,34.84348647007142,142.38937377929688,2941,2132,137.85549926757812,111,165,365,0,77
0,-119.88586408071558,34.722752895935294,1144.57666015625,3542,4642,116.54707336425781,66,181,720,1,136
0,-119.55654169754509,34.68771859986901,1431.54296875,3336,5115,113.75245666503906,60,186,669,1,126
0,-120.25345469499099,34.650258852536595,232.42669677734375,2627,2822,146.3884735107422,114,185,423,0,86
0,-120.00848411700247,34.93053322106688,711.6837158203125,2940,4675,135.86367797851562,84,201,589,0,114
0,-119.46356606563525,34.63813159620596,1302.023193359375,3005,5150,115.703125,61,189,641,1,122
0,-120.37391877459591,34.89307347373447,133.6102752685547,2664,2622,145.720703125,113,180,377,0,78
0,-120.18176913531558,34.50446228198383,659.28936767578125,3523,3401,133.4923095703125,94,178,631,0,125
0,-119.52905324985001,34.404749285487476,6.838741779327393,2586,3029,160,122,200,402,0,93
0,-120.04540487518115,34.90924314884198,614.2037353515625,2817,4536,141.59669494628906,88,202,560,0,109
0,-119.73386913463689,34.69337798615664,1490.4591064453125,3578,4851,106.9793701171875,58,178,726,1,137
0,-120.58035162689427,34.73838358187256,96.92686462402344,3112,1879,136,114,162,340,0,69
0,-119.97937870179591,34.49179603648294,405.6435241699219,3071,3519,151.17723083496094,110,199,523,0,110
0,-120.3704153449877,34.865854520636816,250.46673583984375,2849,2727,142.24147033691406,110,178,437,0,86
0,-119.51261408015,34.76883646999172,1431.9134521484375,3342,5211,107.75479125976562,51,180,683,1,128
0,-119.87427581355,34.85211029679542,997.30035400390625,3200,4923,126.86405944824219,71,193,672,0,127
0,-120.01198754661065,34.763985567459464,958.277099609375,3477,4429,124.6135025024414,76,185,692,0,132
0,-120.07612725789919,34.972304881761296,642.1292724609375,2661,4478,140.6778106689453,91,203,526,0,102
0,-120.5717278001664,34.90627870840561,246.23406982421875,3334,2243,134.80130004882812,108,163,464,0,91
0,-120.26692942425328,34.729220765978305,261.5931701660156,2786,2979,145.7047882080078,110,185,444,0,89
0,-120.30304169867624,34.756439719075956,171.68380737304688,2615,2718,146,113,182,388,0,78
0,-120.09472238428116,34.90385325713948,466.59417724609375,2777,4263,144.03463745117188,93,201,531,0,104
0,-120.04405740225492,34.606600729746305,208.7974395751953,2406,3529,154.94117736816406,113,202,452,0,95
0,-119.58753357484836,34.62115343734307,947.3074951171875,2719,4947,134.43418884277344,78,202,644,0,132
0,-120.59732978576476,34.56348159612626,100.46402740478516,3102,1761,137.2073516845703,118,162,367,0,73
0,-120.34292689729263,34.530603256740974,208.01376342773438,2971,2450,142.50990295410156,114,175,446,0,90
0,-120.09957328681558,35.011651091189584,841.34747314453125,3121,4692,132.0335235595703,80,197,611,0,116
0,-119.59669639074673,34.63301119908858,991.68280029296875,2791,4915,132.62432861328125,79,202,642,0,132
0,-119.70880613820901,34.941313004471894,669.109130859375,2117,5438,145.62448120117188,82,219,515,0,102
0,-119.8484043333664,34.41202563928586,8.143157005310059,2543,2825,153.83120727539062,117,190,412,0,91
0,-119.66730397208116,34.953170766217404,651.9970703125,2076,5574,147.82586669921875,82,222,495,0,98
0,-119.89367942368771,34.82489134369777,710.81744384765625,2803,4764,139.29608154296875,84,203,601,0,119
0,-119.61744747381066,34.423344411861116,12.561346054077148,2656,2962,158,122,199,415,0,95
0,-120.09903429764509,34.72463935803117,405.0421142578125,2682,3725,146.99774169921875,104,198,509,0,103
0,-120.03543357552705,34.857230693912804,497.0997619628906,2800,4386,147.34463500976562,92,202,545,0,108
0,-119.56085361090902,34.88849206578734,779.26275634765625,2258,5591,143.0304718017578,77,217,540,0,107
0,-120.11897689695328,33.93421173985875,349.0694274902344,3289,2259,137.85784912109375,113,168,468,NA,96
0,-120.24617834118935,34.49637744443007,189.319580078125,2949,2730,145.68370056152344,113,181,470,0,96
0,-119.61151859293525,34.922178888927995,711.91302490234375,2223,5582,145.37991333007812,80,221,516,0,103
0,-120.42269729452542,34.585310657521404,184.7525634765625,2967,2259,140.84400939941406,115,171,421,0,85
0,-120.19227942414017,34.507426722420206,603.89727783203125,3492,3392,132.8426055908203,92,177,636,0,125
0,-120.58816696986639,34.5809987441594,308.4495849609375,3709,2020,130.8223114013672,109,158,466,0,90
0,-119.95404621078279,34.50661823866483,447.2938232421875,3112,3677,146.71754455566406,104,197,567,0,119
0,-120.18581155409427,34.58989206546854,268.7626037597656,2667,2976,149.00177001953125,114,189,446,0,92
0,-119.7926189542205,33.976252895138295,96.65965270996094,2405,2225,148.03121948242188,123,179,388,NA,87
0,-120.55394115754017,34.791204520557116,76.19862365722656,3069,1948,137.4602508544922,114,164,333,0,70
0,-120.12274982114673,34.71736300423279,338.70904541015625,2596,3612,149.0696563720703,106,197,484,0,98
0,-119.55115180584016,34.41579856347761,40.349273681640625,2603,3016,159.7006072998047,122,200,405,0,94
0,-119.84355343083197,34.43196823858513,3.5367836952209473,2445,2866,153.4872589111328,117,191,405,0,90
0,-120.24860379245656,34.621961921098446,104.60071563720703,2527,2726,150,116,186,399,0,82
0,-120.11574296193034,34.58261571167015,186.1985321044922,2583,3203,152.22706604003906,114,195,442,0,92
0,-120.40625812482541,34.9030447733841,111.18608856201172,2688,2576,144.0214385986328,112,178,363,0,77
0,-120.48252509245,34.7494328598627,180.80267333984375,2929,2134,137.1571044921875,112,165,379,0,78
0,-119.46895595734017,34.42226643352062,333.206787109375,2930,3783,152.2410888671875,109,205,532,0,120
